Codigos ;Municipios;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;TD;TDC;TH;THC;TL;TLC
5206206;Cristalina ;3.41;85.8811619;14.1188381;61.30449654;38.69550346;29.1491265;22.0164176;7.293201431;3.89391707;4.701641759;32.94832667;35.30055818;8.278231;1.940747102;54.45684843;0.023615286;76.883;15.47440886;26.30948818;57.58754864;82.63244538;17.36755462;68.85662975;27.34211314;3.801257109;91.7;8.3;273.8405168;2 - Média;16.06762034;3 - Alta;2.098283604;2 - Média
5219001;Sanclerlândia ;3.18;94.60238978;5.397610218;57.98778528;42.01221472;30.76181292;14.94696239;5.030536805;5.737704918;4.805528769;38.7335262;58.44621514;2.35059761;0.026560425;38.0876494;0.252324037;10.827;4.156064461;5.979643766;85.19932146;62.51060221;37.48939779;82.35793045;17.21798134;0.42408821;83.88;16.12;24.61734509;1 - Baixa;72.04789943;5 - Hiperendêmica ;2.110961501;2 - Média
5209457;Guarinos ;2.81;91.33425034;8.665749656;55.42828685;44.57171315;42.87848606;13.19721116;3.635458167;1.593625498;0.996015936;37.59960159;31.79643323;5.567638104;0.913440626;61.72248804;0;24.445;0.494437577;0.370828183;90.97651422;57.10754017;42.89245983;58.09641533;35.10506799;6.798516687;87.2;12.8;217.503884;2 - Média;32.52410268;4 - Muito Alta ;2.158382077;2 - Média
5219456;Santa Rita do Novo Destino ;3.81;86.28370457;13.71629543;50.37251656;49.62748344;23.13741722;20.73675497;4.759933775;2.44205298;2.938741722;45.98509934;37.3553719;7.371900826;0;54.44628099;0;60.422;0.67114094;0.805369128;84.29530201;38.9261745;61.0738255;42.28187919;51.27516779;6.44295302;75.44;24.56;61.92376496;1 - Baixa;49.91265286;5 - Hiperendêmica ;2.171665841;2 - Média
5212709;Mambaí ;3.56;86.4790287;13.46578366;48.57350536;51.42649464;35.68962384;12.66581864;2.980192622;2.36234781;1.417408686;44.8846084;25.64401106;2.896230534;1.062436327;70.22267501;0.174647067;8.484;11.43006263;4.175365344;80.84551148;70.40709812;29.59290188;76.77453027;2.244258873;20.98121086;82;18;292.2503275;2 - Média;82.49750337;5 - Hiperendêmica ;2.178186551;2 - Média
5220405;São Simão ;3.05;86.07839351;13.92160649;60.66993354;39.33006646;29.76909652;23.23130622;8.605181904;5.396697543;5.70546382;27.29225399;41.20435393;6.800093633;0.374531835;51.5917603;0.0292603;150.644;85.88490771;0.615273254;13.15598987;96.90553746;3.094462541;96.99601882;1.990589938;1.013391241;89.4;10.6;2597.750721;5 - Hiperendêmica ;15.97390369;3 - Alta;2.206287921;2 - Média
5202353;Arenópolis ;3.15;90.90909091;9.090909091;54.78787879;45.21212121;27.09090909;20.48484848;4.242424242;6.151515152;5.666666667;36.36363636;42.51062766;1.92548137;0;53.88847212;0.575143786;19.063;1.436552275;7.82122905;77.8132482;56.90343176;43.09656824;62.49002394;33.51955307;3.990422985;79.69;20.31;301.8580388;3 - Alta ;136.2936909;5 - Hiperendêmica ;2.251111486;2 - Média
5200308;Alexânia ;3.61;87.35903047;12.64096953;52.51671502;47.48328498;25.05361423;17.89453766;5.506496783;4.251293049;5.134350952;42.15339977;37.56085567;3.732480944;0;57.5657733;0;18.094;0.417801998;3.051771117;92.84287012;73.84196185;26.15803815;64.37783833;34.4595822;1.162579473;81.4;18.6;11.53596074;1 - Baixa;110.9964364;5 - Hiperendêmica ;2.2671213;2 - Média
5210109;Ipameri ;3.02;89.64446953;10.36963883;55.86335985;44.13664015;30.95928872;20.75339261;6.289190454;4.791764155;5.297145531;31.91389799;46.91328078;6.824337983;0.610470993;45.65191025;0;3.526;49.6927237;11.86086529;37.99164208;87.04523107;12.95476893;84.55014749;10.42281219;5.027040315;91;9;391.2929812;3 - Alta ;9.038298618;2 - Média;2.268705477;2 - Média
5216007;Panamá ;2.7;93.37423313;6.625766871;60.50129646;39.49870354;34.48573898;28.60847018;6.006914434;3.802938634;2.895419188;24.15730337;56.00298285;4.3251305;0.484712901;39.22445936;0;106.815;0.306122449;0.408163265;98.7755102;75.10204082;24.89795918;73.57142857;23.67346939;2.755102041;85.6;14.4;1277.928931;5 - Hiperendêmica ;61.17276938;5 - Hiperendêmica ;2.270456816;2 - Média
5205703;Córrego do Ouro ;2.75;93.70460048;6.295399516;62.07048458;37.92951542;37.79735683;24.53744493;4.317180617;4.273127753;3.171806167;25.85903084;45.13677812;4.369300912;0;50.49392097;0;6.455;0.840336134;14.70588235;83.92857143;62.28991597;37.71008403;62.07983193;24.15966387;13.7605042;89.7;10.3;260.8355432;2 - Média;93.40182801;5 - Hiperendêmica ;2.308935581;2 - Média
5217203;Piranhas ;3.33;91.873706;8.126293996;55.09881423;44.90118577;27.58893281;16.63043478;5.849802372;4.258893281;5.64229249;40.03952569;39.30170098;2.262553919;0.032554733;58.17530724;0.073248148;41.382;1.118690314;1.691678035;86.11186903;78.17189632;21.82810368;75.06139154;24.01091405;0.927694407;83.31;16.69;253.5941551;2 - Média;10.1094196;3 - Alta;2.384287545;2 - Média
5220454;Senador Canedo ;3.47;83.35682308;16.64317692;65.68433431;34.31566569;30.30316067;26.8112201;6.681294097;4.180290254;2.95129926;29.07130155;31.20448113;8.061058939;1.448314247;59.11206376;0.174081925;167.609;1.174773289;24.08079143;74.55894477;98.54492993;1.455070074;81.1088211;17.99670239;0.894476505;94;6;1296.333157;5 - Hiperendêmica ;168.8333615;5 - Hiperendêmica ;2.40231171;2 - Média
5208004;Formosa ;3.29;84.90870032;15.09488006;63.15725986;36.84274014;33.42782355;19.92617701;5.817782656;4.756275558;6.943221432;29.12751354;33.41959335;9.155218065;2.609781686;54.69151221;0.12389469;20.055;28.21981682;15.45711907;55.72023314;90.24812656;9.751873439;87.85678601;7.293921732;4.849292256;92.2;7.8;944.8099879;5 - Hiperendêmica ;10.46341169;3 - Alta;2.412326681;2 - Média
5212808;Mara Rosa ;3.05;90.65844956;9.341550438;59.23135714;40.76864286;40.60486953;17.04334534;5.841249045;4.945954799;3.133529861;28.44196965;35.07371584;4.272701662;1.408582966;59.10414123;0.131467743;42.997;42.24906529;1.035375324;54.96117343;75.98504458;24.01495542;75.40983607;22.77825712;1.811906816;85.8;14.2;1071.814804;5 - Hiperendêmica ;85.0859368;5 - Hiperendêmica ;2.478635849;2 - Média
5211503;Itumbiara ;3.01;87.98856735;12.01143265;61.46232083;38.53767917;28.12650983;23.33097955;8.512035282;6.811114828;6.287087623;26.93227289;53.05814842;6.63953576;1.410376495;38.86071725;0.031222075;1.266;70.96207065;7.462152043;21.41624613;95.93358294;4.06641706;81.18508872;16.68565847;2.129252808;92.7;7.3;464.6315564;3 - Alta ;16.54834599;3 - Alta;2.484410325;2 - Média
5221197;Terezópolis de Goiás ;3.3;87.03201302;12.96798698;62.18859568;37.81140432;33.2164606;23.67595497;5.296180107;3.579996309;2.343605832;31.86934859;37.14372809;5.730833714;2.682517909;54.41243713;0.030483158;93.863;0.709219858;6.63627153;92.40121581;94.42755826;5.572441743;74.56940223;21.83383992;3.596757852;88.4;11.6;888.2172431;4 - Muito Alta ;80.24532141;5 - Hiperendêmica ;2.585523367;2 - Média
5215231;Novo Gama ;3.58;85.5393586;14.4606414;58.38140437;41.61859563;23.7754995;22.87220095;6.931406996;4.212334155;3.197598196;39.01227123;27.06224084;10.2033299;2.105916774;60.34646067;0.227325349;103.343;14.59661298;24.44838381;60.81922076;95.22121224;4.778787764;87.91913401;7.750914646;4.329951345;93.7;6.3;779.73771;4 - Muito Alta ;45.54217965;5 - Hiperendêmica ;2.599504145;2 - Média
5216908;Pilar de Goiás ;3.52;95.46858908;4.531410917;47.82449726;52.17550274;31.8464351;12.24862888;5.813528336;4.643510055;1.68190128;43.72943327;33.33333333;2.545672357;0;56.93321354;0.119796346;49.448;1.495726496;0.534188034;49.89316239;31.83760684;68.16239316;38.78205128;60.8974359;0.320512821;84.04;15.96;40.34535625;1 - Baixa;99.00419086;5 - Hiperendêmica ;2.613320093;2 - Média
5217203;Piranhas ;2.76;89.29503916;10.70496084;58.18072047;41.81927953;41.07466291;17.377742;4.940631918;4.1155162;4.36707587;28.1243711;39.05556542;3.949937866;1.100656844;55.81395349;0.079886384;41.382;0.373599004;1.220423412;96.03985056;81.22042341;18.77957659;79.15317559;17.50933998;3.337484433;86.7;13.3;471.476191;3 - Alta ;8.041817451;2 - Média;2.621809258;2 - Média
5212253;Lagoa Santa ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.207;0;0;0;0;0;0;0;0;0;0;41.8760469;1 - Baixa;95.36171227;5 - Hiperendêmica ;2.627464891;2 - Média
5210307;Israelândia ;3.22;97.76833156;2.231668438;55.48334687;44.51665313;34.64662876;17.38424045;4.061738424;4.264825345;3.249390739;36.3525589;36.51797603;5.825565912;0.066577896;57.32356858;0.299600533;27.159;0;0.537634409;92.68817204;55.16129032;44.83870968;69.89247312;28.49462366;1.612903226;81.3;18.7;15.55089029;1 - Baixa;14.88981537;3 - Alta;2.703177585;2 - Média
5210208;Iporá ;2.8;92.59569128;7.404308722;59.59878111;40.40121889;38.2731725;19.04226374;6.653364774;4.81770361;5.434427716;25.77906766;46.04144017;3.98414018;2.100786596;47.81287971;0.063950886;32.374;13.65360303;11.07097706;74.7697309;88.84775149;11.15224851;89.10962615;8.271627235;2.618746614;89;11;1508.659074;5 - Hiperendêmica ;12.82730543;3 - Alta;2.73822563;2 - Média
5220504;Serranópolis ;3.24;91.23661149;8.76338851;58.45824411;41.54175589;19.19408215;19.44714814;8.35117773;5.353319058;8.117578354;39.53669457;55.90196991;5.444392741;0.062044362;38.17279355;0.35675508;115.003;0.612557427;10.51556917;81.82746299;57.223073;42.776927;57.27411945;40.83716182;1.888718734;81.4;18.6;94.87011419;1 - Baixa;70.97022208;5 - Hiperendêmica ;2.76432091;2 - Média
5212006;Jaupaci ;2.8;93.36283186;6.526548673;57.61538462;42.38461538;47.11538462;18.53846154;4.961538462;2.730769231;2.923076923;23.80769231;43.1;5.5;0.633333333;50.43333333;0.3;24.726;0.285714286;21.14285714;77.04761905;73.9047619;26.0952381;77.61904762;20.0952381;2.285714286;85.1;14.9;170.4713905;2 - Média;43.69067006;5 - Hiperendêmica ;2.779017721;2 - Média
5218300;Posse ;3.48;88.2028919;11.80858389;55.99098048;44.00901952;38.13078299;13.44763238;5.065702511;3.421195863;3.642796049;36.29577793;28.75011935;5.862694548;2.052897928;63.21652503;0.114580349;21.353;39.10769915;9.924343569;42.75700935;72.97507788;27.02492212;77.46995995;4.917668002;17.61237205;86.3;13.7;1125.429328;5 - Hiperendêmica ;76.82287318;5 - Hiperendêmica ;2.838328792;2 - Média
5206404;Crixás ;3.51;92.04025618;7.959743824;55.53874601;44.46125399;25.10505967;14.38897294;5.530341234;4.992435703;5.303412338;44.67137334;39.80099502;7.149185579;0;51.35964016;0.258979077;29.892;1.714975845;2.801932367;82.24637681;67.02898551;32.97101449;55.04830918;44.3236715;0.628019324;81.52;18.48;205.6814333;2 - Média;76.79955317;5 - Hiperendêmica ;2.88656937;2 - Média
5220280;São Patrício ;3.32;93.32161687;6.678383128;47.6690742;52.3309258;32.17334209;19.17268549;1.772816809;3.414313854;3.020354563;40.51214708;53.67847411;2.179836512;0;42.88828338;1.253405995;4.671;0;27.44014733;62.43093923;47.14548803;52.85451197;45.67219153;53.2228361;1.104972376;81.45;18.55;28.57469425;1 - Baixa;48.68481451;5 - Hiperendêmica ;2.933927943;2 - Média
5216809;Petrolina de Goiás ;3.36;97.27301893;2.726981072;59.30340199;40.69659801;34.19347373;16.14209674;4.53598704;4.269844943;6.329553344;34.50590141;41.15210481;1.666506117;0.048164917;56.82496869;0.038531933;25.734;0.358189515;0.325626832;88.14718333;61.57603387;38.42396613;60.63171605;38.8798437;0.488440247;80.1;19.9;64.55000985;1 - Baixa;305.4454937;5 - Hiperendêmica ;2.944293958;2 - Média
5220702;Sítio d'Abadia ;4.16;98.61111111;1.388888889;58.17148271;41.82851729;28.70677404;15.11132165;4.358124112;2.936996684;2.463287541;46.47086689;37.44871317;5.706825811;0;56.50876539;0;32.736;0.314465409;11.47798742;43.08176101;9.748427673;90.25157233;56.28930818;31.91823899;11.79245283;69.84;30.16;0;1 - Baixa;34.38553057;4 - Muito Alta ;2.957092587;2 - Média
5214705;Nova América ;2.9;96.97885196;3.021148036;59.63764469;40.36235531;46.47887324;19.86921529;4.376257545;2.565392354;1.861167002;24.84909457;38.42408145;4.471004869;0.486941124;52.72244356;3.895528995;3.492;0.258064516;0.903225806;97.93548387;77.41935484;22.58064516;72.90322581;20;7.096774194;85.2;14.8;401.4336918;3 - Alta ;51.87170399;5 - Hiperendêmica ;2.96217305;2 - Média
5212303;Leopoldo de Bulhões ;3.44;91.56064461;8.439355386;59.58871353;40.41128647;26.73362028;19.41654711;6.0417663;6.201179659;5.786704926;35.8042404;66.10867886;4.017512233;0;27.59464332;1.867113057;65.374;0.402504472;6.574239714;87.47763864;59.1234347;40.8765653;64.44543828;34.43649374;1.118067979;83.76;16.24;13.27192854;1 - Baixa;43.64853232;5 - Hiperendêmica ;2.967271001;2 - Média
5211404;Itauçu ;2.96;88.59034268;11.40965732;61.46825397;38.53174603;42.61904762;21.48148148;5.079365079;3.650793651;3.981481481;23.18783069;49.64431487;2.50728863;0.909620991;46.93877551;0;2.032;53.93918452;11.47201106;34.27781617;83.55217692;16.44782308;80.13130615;17.86454734;2.00414651;88.9;11.1;862.0147235;4 - Muito Alta ;18.26961383;3 - Alta;2.96912114;2 - Média
5220603;Silvânia ;3.51;92.34617309;7.653826913;54.47909754;45.52090246;23.78596851;17.33124208;6.165168607;6.056584424;7.371659528;39.28937685;76.86218595;2.704164413;0.024583313;19.17006736;0.221249816;0.889;0.540917815;10.22509161;81.95777351;52.62606875;47.37393125;53.07974176;45.03577037;1.884487873;86.23;13.77;17.24548049;1 - Baixa;48.39021872;5 - Hiperendêmica ;3.070970119;2 - Média
5215231;Novo Gama ;3.98;90.75810067;9.241899327;58.89300098;41.10699902;13.11273176;17.02586989;8.28888647;8.272559051;7.432604041;45.86916295;39.90185534;7.938962087;0.720623824;50.24065609;0.318634041;103.343;16.49301826;13.21160043;67.97529538;84.09237379;15.90762621;68.14178303;28.09881847;3.759398496;83.06;16.94;38.13687298;1 - Baixa;22.55621246;4 - Muito Alta ;3.075290807;2 - Média
5207105;Diorama ;2.89;91.41742523;8.582574772;65.10128913;34.89871087;43.89682174;18.01013358;6.448641179;3.546752649;2.71764164;25.42607094;48.48729326;3.065752319;0.403388463;48.04356595;0;43.376;1.051401869;29.32242991;67.75700935;66.35514019;33.64485981;62.5;30.37383178;7.126168224;88.2;11.8;437.105391;3 - Alta ;41.21007774;5 - Hiperendêmica ;3.102988178;2 - Média
5206701;Damianópolis ;3.85;95.65217391;4.347826087;66.40508221;33.59491779;33.03437967;9.678624813;3.69955157;3.587443946;0.784753363;49.21524664;39.23705722;3.602785347;0;56.76657584;0;90.306;0;0;56.30841121;29.08878505;70.91121495;70.09345794;29.6728972;0.23364486;71.94;28.06;0;1 - Baixa;114.027217;5 - Hiperendêmica ;3.104071766;2 - Média
5220405;São Simão ;3.3;89.54158028;10.45841972;60.99104802;39.00895198;25.0022606;16.50239624;6.736594629;5.570123881;6.863188353;39.3254363;53.85182999;5.150531287;0;40.56965762;0.184474616;150.644;78.50283181;1.649839941;18.27136173;94.85348436;5.146515637;97.06968727;2.48707215;0.443240581;82.9;17.1;487.0317225;3 - Alta ;23.35192624;4 - Muito Alta ;3.112452924;2 - Média
5201603;Araçu ;3.28;89.73584906;10.26415094;55.00729927;44.99270073;32.90510949;19.24087591;4.788321168;4.291970803;3.007299271;35.76642336;82.19045311;11.53380179;0;6.251514417;0;22.653;0.481540931;5.537720706;91.73354735;82.98555377;17.01444623;82.10272873;17.41573034;0.481540931;78.91;21.09;58.43293493;1 - Baixa;70.5973855;5 - Hiperendêmica ;3.120514261;2 - Média
5211701;Jandaia ;3.16;92.65700483;7.342995169;45.90665647;54.09334353;25.03825555;14.26931905;6.197398623;5.795715379;5.030604437;43.66870696;49.29044465;1.277199622;0;49.22737307;0;53.788;5.997983871;1.864919355;81.80443548;71.6733871;28.3266129;63.10483871;36.29032258;0.60483871;86.01;13.99;42.02784345;1 - Baixa;150.6892496;5 - Hiperendêmica ;3.137703341;2 - Média
5211008;Itapirapuã ;3.54;86.6849482;13.3150518;54.37549274;45.62450726;29.87949093;17.78353418;5.462326839;3.266133574;2.793107333;40.81540714;48.79329403;5.093957259;0.211864407;45.14554164;0.082903464;1.087;0.331455088;4.9055353;84.02386477;54.02717932;45.97282068;61.41862778;38.08418959;0.497182632;80.77;19.23;24.51163237;1 - Baixa;41.77225765;5 - Hiperendêmica ;3.141236265;2 - Média
5203302;Bela Vista de Goiás ;3;87.36798793;12.63201207;62.76949378;37.23050622;33.58659006;24.29839973;6.894914288;5.009734555;4.33543853;25.8796714;51.04259998;4.707990551;0.989655453;43.13350167;0.130324998;74.594;31.63340724;6.935205716;61.0864745;86.48681941;13.51318059;56.8859325;37.9403794;5.173688101;91.4;8.6;1179.597666;5 - Hiperendêmica ;20.47202644;4 - Muito Alta ;3.278366062;2 - Média
5215900;Palminópolis ;2.78;93.97260274;6.02739726;58.30691186;41.69308814;36.30310717;20.7038681;6.404565631;4.21686747;4.470513633;27.901078;51.30728142;5.201012089;0.871520945;42.62018555;0;33.103;0.235294118;28.8627451;70.74509804;76.70588235;23.29411765;74.58823529;24.39215686;1.019607843;88;12;282.4598569;2 - Média;113.9824396;5 - Hiperendêmica ;3.314880499;2 - Média
5215207;Novo Brasil ;2.97;92.96551724;7.034482759;54.93318169;45.06681831;30.87858971;17.79926073;5.572931476;5.544498152;3.724765425;36.47995451;47.95503468;1.10021526;0;50.4663956;0;1.344;0.071581961;5.798138869;84.10880458;26.70007158;73.29992842;60.62992126;37.86685755;1.503221188;82.65;17.35;26.61383328;1 - Baixa;20.08704386;4 - Muito Alta ;3.329116452;2 - Média
5207907;Flores de Goiás ;3.81;93.85145106;6.148548942;49.01234568;50.98765432;19.84126984;14.58553792;3.915343915;2.345679012;2.62786596;56.70194004;22.4647325;6.601011445;0.266169816;70.13574661;0.039925472;82.07;0.0691085;2.557014513;62.47408431;19.5577056;80.4422944;42.15618521;45.40428473;12.43953006;73.54;26.46;2.374338153;1 - Baixa;16.52688664;3 - Alta;3.39819772;2 - Média
5205455;Cezarina ;3.15;89.89361702;10.10638298;55.1660799;44.8339201;33.21089685;18.74808693;6.137128864;4.912764004;3.137434955;33.86899296;39.93373095;3.39297548;1.444665341;55.1888668;0.039761431;38.575;2.849958089;2.388935457;94.67728416;79.379715;20.620285;79.67309304;19.65632858;0.670578374;90.1;9.9;651.7446597;4 - Muito Alta ;63.74840629;5 - Hiperendêmica ;3.428363278;2 - Média
5205406;Ceres ;3.49;90.76783829;9.232161714;58.70611781;41.29388219;25.0013523;17.53664737;5.603937902;6.085357278;9.125331314;36.64196462;60.80868117;3.151875366;0.234139313;35.00832996;0.337700932;53.692;5.544993663;7.050063371;83.5234474;79.43599493;20.56400507;82.06590621;16.57160963;1.362484157;88.02;11.98;520.2022556;3 - Alta ;42.59690797;5 - Hiperendêmica ;3.49088878;2 - Média
5205000;Carmo do Rio Verde ;3.27;94.73684211;5.263157895;52.7014652;47.2985348;31.8986569;15.35409035;4.685592186;3.51037851;5.25030525;39.31623932;50.96335474;1.460773202;0;46.92104269;0.125928724;40.355;0.413736036;1.448076127;91.97352089;63.01199835;36.98800165;67.89408357;31.65080679;0.45510964;82.15;17.85;94.7828795;1 - Baixa;26.86133232;4 - Muito Alta ;3.502320287;2 - Média
5205513;Cocalzinho de Goiás ;3.25;91.22956042;8.770439584;52.76527999;47.23472001;34.00013844;19.06970305;4.47843843;3.1771302;2.090399391;37.19111234;30.41305222;7.347618774;2.993048773;59.07393577;0.172344459;96.998;1.441578149;17.43171472;80.00758725;75.87253414;24.12746586;54.26783005;40.11760243;5.614567527;88.7;11.3;512.610333;3 - Alta ;18.54370132;3 - Alta;3.504959518;2 - Média
5212907;Marzagão ;3.33;95.40034072;4.599659284;52.62475697;47.37524303;23.78483474;17.30395334;6.934543098;6.545690214;7.841866494;37.58911212;84.0625;3.75;0;12.1875;0;38.18;0;1.067615658;96.61921708;85.58718861;14.41281139;86.12099644;13.87900356;0;83.71;16.29;83.48116456;1 - Baixa;148.8165915;5 - Hiperendêmica ;3.54968674;2 - Média
5210802;Itajá ;2.94;91.29861569;8.701384311;60.78164054;39.21835946;36.49170643;22.67666439;6.362190411;3.612815269;3.544648944;27.31197455;55.4721454;7.092058475;1.323587515;36.11220861;0;92.726;75.0736594;10.48909841;14.20153212;78.25574543;21.74425457;76.3111373;18.91573365;4.773129051;90;10;625.1264869;4 - Muito Alta ;20.53272486;4 - Muito Alta ;3.56150723;2 - Média
5214002;Mozarlândia ;3.7;88.2942097;11.7057903;62.22519808;37.77480192;21.23646914;18.43544247;7.945541792;6.84075438;10.4117844;35.11884834;43.98355087;7.554085464;0.205614161;46.48667978;1.278383694;3.361;0.336927224;0.101078167;90.33018868;63.91509434;36.08490566;66.23989218;32.95148248;0.808625337;81.32;18.68;33.38325785;1 - Baixa;27.02848803;4 - Muito Alta ;3.56518949;2 - Média
5221452;Trombas ;3.56;92.7;7.3;62.55395683;37.44604317;30.53956835;14.42446043;5.323741007;6.726618705;2.589928057;40.39568345;32.73150844;3.319743739;0;63.71578334;0;0.396;0.421496312;1.896733404;81.55953635;52.79241307;47.20758693;70.07376185;26.76501581;3.161222339;80.78;19.22;43.36513443;1 - Baixa;69.25207756;5 - Hiperendêmica ;3.608675255;2 - Média
5208301;Divinópolis de Goiás ;3.14;86.63366337;13.36633663;43.06979014;56.93020986;36.8716447;12.03025866;3.83113714;2.098584675;2.464616887;42.67935578;17.59371221;5.401047965;0.987505038;75.99758162;0;72.384;0.632911392;3.544303797;86.64556962;80.88607595;19.11392405;69.87341772;3.037974684;27.08860759;81;19;732.5680082;4 - Muito Alta ;77.75663827;5 - Hiperendêmica ;3.725713008;2 - Média
5211206;Itapuranga ;2.85;92.44307692;7.569230769;58.91021997;41.08978003;40.25014213;21.14400665;5.833734202;3.909564001;3.402282765;25.46027026;52.66602871;3.13492823;1.037320574;43.01244019;0.145454545;16.714;58.30322934;14.22003284;27.21401204;79.91242474;20.08757526;73.89162562;18.20470717;7.903667214;87;13;475.8673304;3 - Alta ;69.95230525;5 - Hiperendêmica ;3.754077486;2 - Média
5204904;Campos Belos ;3.98;92.08342678;7.916573223;57.8342904;42.1657096;31.98597957;13.61771944;3.63188903;3.527481542;3.751211873;43.48571855;21.8102892;10.03695665;0.076259752;67.56027454;0.064527483;54.922;0.727016886;2.204502814;80.13602251;68.85553471;31.14446529;83.51313321;9.146341463;7.340525328;79.14;20.86;303.4264692;3 - Alta ;80.21555359;5 - Hiperendêmica ;3.835973762;2 - Média
5219209;Santa Cruz de Goiás ;3.24;91.10320285;8.896797153;57.11304348;42.88695652;21.87826087;23.89565217;4.104347826;5.043478261;8.869565217;36.20869565;73.60230548;3.602305476;0;21.06628242;0;106.429;0.487329435;0.584795322;92.30019493;40.83820663;59.16179337;41.13060429;58.47953216;0.389863548;86.28;13.72;37.23585813;1 - Baixa;45.28985507;5 - Hiperendêmica ;3.847012026;2 - Média
5219407;Santa Rita do Araguaia ;3.05;89.78359336;10.21640664;59.85225906;40.14774094;30.78508847;22.50472427;7.850884728;4.792990895;4.311973888;29.73715856;38.54708261;9.069901791;1.949740035;50.43327556;0;90.66;1.371681416;0.530973451;97.52212389;88.31858407;11.68141593;87.38938053;8.318584071;4.292035398;90.9;9.1;1401.99048;5 - Hiperendêmica ;191.6503665;5 - Hiperendêmica ;3.879126421;2 - Média
5213004;Maurilândia ;3.21;88.65443425;11.34556575;61.47991543;38.52008457;27.76955603;24.20718816;11.5961945;5.052854123;2.589852008;28.78435518;37.82657755;7.889940109;1.414807742;52.82527558;0.034719208;41.639;4.895891953;4.079909961;90.57400113;92.99380979;7.006190208;93.07822172;5.514912774;1.406865504;86.5;13.5;1016.496078;5 - Hiperendêmica ;12.74771121;3 - Alta;3.894611805;2 - Média
5212006;Jaupaci ;3.25;93.90862944;6.091370558;52.38095238;47.61904762;32.4746292;12.45120999;4.215456674;3.864168618;4.449648712;42.54488681;38.61762841;3.614457831;0.221940393;57.00697527;0.158528852;24.726;0.209424084;0.418848168;89.31937173;70.78534031;29.21465969;74.45026178;25.13089005;0.418848168;80.79;19.21;7.13037898;1 - Baixa;55.43468542;5 - Hiperendêmica ;3.906478895;2 - Média
5210158;Ipiranga de Goiás ;2.78;97.68786127;2.312138728;60.73277579;39.26722421;43.28952609;17.48307447;3.703703704;3.584229391;1.314217443;30.66507368;47.32770745;3.551336146;1.125175809;47.96061885;0;43.168;0.196850394;0.196850394;99.50787402;62.5;37.5;50.88582677;40.35433071;8.75984252;88.6;11.4;459.2774036;3 - Alta ;50.43182248;5 - Hiperendêmica ;3.961180432;2 - Média
5200902;Amorinópolis ;3.17;88.76811594;11.23188406;49.08309456;50.91690544;29.11174785;16.10315186;5.386819484;4.441260745;4.212034384;40.74498567;53.12424608;0.868516285;0;45.57297949;0;1.385;0.153256705;1.379310345;82.22222222;69.04214559;30.95785441;67.27969349;31.41762452;1.302681992;81.62;18.38;20.16361332;1 - Baixa;17.65030336;3 - Alta;4.002241255;2 - Média
5204508;Caldas Novas ;3.04;90.47211931;9.527880688;63.37451311;36.62548689;24.66273258;27.82393554;8.54243635;5.815877898;5.968003478;27.18701416;47.8268273;5.799384161;1.65879131;44.52627247;0.18872476;94.602;47.09307378;16.25097767;36.49952203;95.86773268;4.132267316;84.14443382;13.01381768;2.841748501;94.9;5.1;1074.3391;5 - Hiperendêmica ;36.03986564;4 - Muito Alta ;4.034535625;2 - Média
5214861;Nova Glória ;2.85;91.21856867;8.781431335;48.87746822;51.12253178;43.87341087;16.68920747;4.138490668;2.691371382;1.906951583;30.68704355;44.27597555;3.749412318;0.434884814;51.38692995;0.164551011;8.68;0.539447067;11.83412003;86.98583951;76.06203641;23.93796359;71.47673635;25.15171949;3.371544167;85.9;14.1;1522.258954;5 - Hiperendêmica ;37.17356959;4 - Muito Alta ;4.068209437;2 - Média
5203559;Bonfinópolis ;3.17;89.94951813;10.05048187;60.71315372;39.28684628;37.76545166;22.2503962;5.911251981;4.231378764;2.155309033;27.68621236;42.98036093;5.719214437;1.472929936;49.6947983;0.132696391;156.36;0.380871773;7.23656369;92.00169276;92.76343631;7.23656369;87.00804063;11.51079137;1.481168007;90.4;9.6;289.3099957;2 - Média;139.7403534;5 - Hiperendêmica ;4.149291508;2 - Média
5207501;Estrela do Norte ;3.05;88.68501529;11.31498471;60.95796003;39.04203997;38.3184011;22.91523088;5.685733977;4.341833218;3.411440386;25.36181943;36.14457831;4.487951807;0.662650602;58.6746988;0;17.021;0.555555556;25.18518519;73.42592593;89.72222222;10.27777778;71.85185185;27.87037037;0.277777778;85.8;14.2;666.5119209;4 - Muito Alta ;22.70663034;4 - Muito Alta ;4.149377593;2 - Média
5209291;Guaraíta ;3.3;94.25947187;5.740528129;61.58798283;38.41201717;40.17167382;14.20600858;3.64806867;3.13304721;2.489270386;36.30901288;48.81889764;1.682176092;0.214745884;49.28418039;0;31.548;0.237529691;3.919239905;71.73396675;46.67458432;53.32541568;47.03087886;52.13776722;0.831353919;82.2;17.8;24.89626556;1 - Baixa;28.42556482;4 - Muito Alta ;4.152340061;2 - Média
